product_number,winetype,name
405357,punaviinit,Achaval Ferrer Finca Mirador
462067,punaviinit,Achaval Ferrer Quimera
440567,punaviinit,Alamos Malbec
424107,punaviinit,Alamos Tempranillo
451687,punaviinit,Argento Seleccion Malbec
454597,punaviinit,BenMarco Expresivo
430097,punaviinit,Bodega Piedra Negra Merlot Reserve
004551,punaviinit,Caballo de Mendoza
445518,punaviinit,Caballo de Mendoza  hanapa
487307,punaviinit,Cameleon Organic Cabernet Sauvignon
404038,punaviinit,Cameleon Organic Malbec 2014 hanapa
488437,punaviinit,Catena Zapata Malbec Argentino
434697,punaviinit,Catena Zapata Malbec Nicasia Vineyard
450517,punaviinit,Domaine Bousquet Reserve Organic Malbec
425998,punaviinit,Caballo de Mendoza  hanapakkaus
456707,punaviinit,Espíritu de Argentina Shiraz Malbec  hanapakkaus
006504,punaviinit,Passento  kartonkitölkki
006404,punaviinit,Tandarra
481217,punaviinit,Badgers Creek Shiraz Cabernet  hanapakkaus
431608,punaviinit,No Name  kartonkitölkki
469428,punaviinit,Quay Landing Shiraz  hanapakkaus
431787,punaviinit,Woodie
480007,punaviinit,Melnik 13
446877,punaviinit,Espíritu de Chile Cabernet Carmenère  hanapakkaus
459247,punaviinit,Fortuna  muovipullo
493017,punaviinit,Gato Negro Cabernet Sauvignon Shiraz  kartonkitölkki
460107,punaviinit,Luna Negra Merlot  hanapakkaus
430377,punaviinit,Pato Amado
466907,punaviinit,Pato Amado  muovipullo
446297,punaviinit,Rojo Reserva  kartonkitölkki
459657,punaviinit,Serenata Cabernet Sauvignon
445147,punaviinit,Tarapacá Cabernet Sauvignon Merlot  hanapakkaus
464277,punaviinit,¿Que Pasa? Organico Tempranillo
432417,punaviinit,Cerro Tinto Tempranillo Shiraz  kartonkitölkki
442377,punaviinit,El Tiempo Tinto
498328,punaviinit,Hannibal
405507,punaviinit,Huttunen Punaviini  kartonkitölkki
468278,punaviinit,Los Llanos Red Wine  hanapakkaus
489507,punaviinit,Icono Selección Especial  hanapakkaus
489508,punaviinit,Los Monteros Tinto  hanapakkaus
458717,punaviinit,Palacio del Conde Tempranillo  hanapakkaus
485958,punaviinit,Festivo  kartonkitölkki
444907,punaviinit,Namaqua  hanapakkaus
006871,punaviinit,Rain Dance Shiraz-Ruby Cabernet  hanapakkaus
405047,punaviinit,Stony Cape Cinsault Ruby Cabernet  hanapakkaus
452018,punaviinit,Ciao Organic Sangiovese  kartonkitölkki
437977,punaviinit,Mezzomondo Negroamaro  hanapakkaus
412307,punaviinit,Passimo
498187,punaviinit,Il Papavero Rosso
006573,punaviinit,Lambrusco Grasparossa di Castelvetro Amabile il Fojonco
454497,punaviinit,Trivento Reserve Malbec
485697,punaviinit,Trivento Shiraz-Malbec
407277,punaviinit,Trivento Tribu Malbec
476397,punaviinit,Viento Latino Merlot Malbec
479198,punaviinit,Viento Latino Merlot Malbec 2014 hanapa
474738,punaviinit,Viña Condor Malbec Shiraz 2014 kartonkit
431567,punaviinit,Zuccardi Q Cabernet Sauvignon
444787,punaviinit,Zuccardi Zeta
427857,punaviinit,Tilimuqui Single Vineyard Cabernet Sauvignon Bonarda
408317,punaviinit,Trapiche Zaphy Malbec Syrah Cabernet Sauvignon
413868,punaviinit,Trapiche Zaphy Selección Especial 2014 kartonkit
406577,punaviinit,Bodega Noemía J. Alberto Malbec
416797,punaviinit,Del Fin del Mundo Pinot Noir Reserva
485797,punaviinit,Amalaya
498657,punaviinit,Don David Malbec Reserve
478137,punaviinit,Michel Torino Cuma Organic Malbec
447727,punaviinit,Alma Mora Shiraz-Malbec
432277,punaviinit,Finca Las Moras Black Label Malbec
439887,punaviinit,Finca Las Moras Organic Malbec
403017,punaviinit,Finca Las Moras Reserva Sangiovese
453157,punaviinit,Graffigna Malbec
425858,punaviinit,Las Moras Organic Shiraz 2014 hanapa
469387,punaviinit,Trapiche Organic Cabernet Sauvignon Syrah
438238,punaviinit,Passento  kartonkitölkki
443347,punaviinit,Angove Warboys Vineyard Grenache
449687,punaviinit,Benchmark Cabernet Sauvignon
437237,punaviinit,County Clare na Trí Cláir Malbec
482977,punaviinit,Gemstone Petit Verdot
494418,punaviinit,Grand Barossa Shiraz 2013 hanapa
402197,punaviinit,Grange 
488837,punaviinit,Hand Crafted By Geoff Hardy Shiraz
445347,punaviinit,Henschke Mount Edelstone Shiraz
448047,punaviinit,Hewitson Baby Bush Mourvèdre
476347,punaviinit,Hewitson Le Secateur
469367,punaviinit,Hewitson Miss Harry
487837,punaviinit,Hugh Hamilton The Villain Cabernet Sauvignon
466187,punaviinit,Inkwell Shiraz
447157,punaviinit,Jim Barry The Lodge Hill Shiraz
411387,punaviinit,Katnook Estate Cabernet Sauvignon
459627,punaviinit,Kilikanoon Attunga 1865 Clare Valley Shiraz
425657,punaviinit,McGuigan Bin 3000 Merlot
441177,punaviinit,Penfolds Bin 150 Marananga Shiraz
424537,punaviinit,Penfolds Bin 707 Cabernet Sauvignon
491137,punaviinit,Penfolds Grange 
455607,punaviinit,Penfolds Kalimna Bin 28 Shiraz
006386,punaviinit,Penfolds Koonunga Hill Shiraz Cabernet
463864,punaviinit,Penfolds Koonunga Hill Shiraz Cabernet Sauvignon
442837,punaviinit,Peter Lehmann Barossa Shiraz
469737,punaviinit,Peter Lehmann Portrait Cabernet
454607,punaviinit,Rosemount GSM
006092,punaviinit,Rosemount Shiraz
461058,punaviinit,Sandbar Estate GSM 2013 viini
445877,punaviinit,Tandarra
499057,punaviinit,The Original M8
006294,punaviinit,Wolf Blass Yellow Label Cabernet Sauvignon
452157,punaviinit,Wynns Black Label Cabernet Sauvignon
463597,punaviinit,Yalumba Hand Picked Shiraz Viognier
409887,punaviinit,Yalumba Organic Shiraz
467907,punaviinit,Yalumba The Scribbler
467087,punaviinit,Yalumba Y Series Merlot
430947,punaviinit,Breathing Space Cabernet Sauvignon
429867,punaviinit,Plan B Shiraz
435577,punaviinit,Vasse Felix Cabernet Merlot
480828,punaviinit,Badgers Creek Shiraz Cabernet  hanapakkaus
444977,punaviinit,Banrock Station Cabernet Sauvignon
435748,punaviinit,Chill Out Smooth & Soft Cabernet Sauvignon 2014 hanapa
475798,punaviinit,De Bortoli DB Shiraz 2014 hanapa
444577,punaviinit,Hardys BIN 343 Cabernet Shiraz
457737,punaviinit,Hardys Crest Cabernet Shiraz Merlot
469507,punaviinit,Hardys Stamp Shiraz Cabernet
451657,punaviinit,Hardys VR Cabernet Sauvignon
440148,punaviinit,Hardys VR Shiraz 2014 hanapa
403317,punaviinit,Hidden Rock Shiraz 2014 muovi
404338,punaviinit,Hidden Rock Shiraz 2014 viini
449867,punaviinit,Jacob's Creek Grenache Shiraz
004985,punaviinit,Jacob's Creek Merlot
474877,punaviinit,Jacob's Creek Pinot Noir
006201,punaviinit,Jacob's Creek Shiraz Cabernet
457018,punaviinit,Kangaroo Ridge Cabernet Sauvignon 2014 hanapa
006152,punaviinit,Lindeman's Bin 50 Shiraz
461528,punaviinit,Lindeman's Bin 50 Shiraz 2014 hanapa
432797,punaviinit,Lindeman's Bin 99 Pinot Noir
459407,punaviinit,Lindeman's Early Harvest Shiraz
468088,punaviinit,Lindeman's Shiraz-Cabernet 2014 hanapa
491248,punaviinit,No Name  kartonkitölkki
458147,punaviinit,Nugan Estate Durif
005424,punaviinit,Painter's Cove Shiraz Cabernet
454087,punaviinit,Pepper's Shiraz
496198,punaviinit,Quay Landing Shiraz  hanapakkaus
465357,punaviinit,Rawson's Retreat Shiraz Cabernet
465358,punaviinit,Rawson's Retreat Shiraz Cabernet 2014 hanapa
437737,punaviinit,Rosemount Shiraz Cabernet
449937,punaviinit,Wolf Blass Red Label Shiraz Cabernet
461027,punaviinit,Woodie
446827,punaviinit,Wyndham Estate Bin 555 Shiraz
458797,punaviinit,Yellow Tail Shiraz
445967,punaviinit,Block 50 Mourvèdre Grenache
400037,punaviinit,Grady Reserve Shiraz
433507,punaviinit,Logan Weemala Pinot Noir
469537,punaviinit,Rolling Shiraz Viognier
426157,punaviinit,Brown Brothers Everton
459497,punaviinit,Brown Brothers Shiraz
466267,punaviinit,Little Yering Pinot Noir
482247,punaviinit,Peninsula Panorama Pinot Noir
471107,punaviinit,Tempus Two Copper Series Shiraz
406837,punaviinit,Windy Peak Heathcote Shiraz
491727,punaviinit,Bio Mavrud & Rubin Organic
438347,punaviinit,Carpe Diem Merlot
007081,punaviinit,Melnik 13
403797,punaviinit,Maitén Reserva Cabernet Sauvignon
409717,punaviinit,Von Siebenthal Toknar
472367,punaviinit,Gracia de Chile Malbec
438117,punaviinit,Llai Llai Pinot Noir
441867,punaviinit,Casillero del Diablo Pinot Noir
497507,punaviinit,Montes Alpha Pinot Noir
443697,punaviinit,Montes Limited Selection Pinot Noir
455377,punaviinit,Castillo de Molina Pinot Noir Reserva
469248,punaviinit,Castillo de Molina Reserva Pinot Noir 2013 hanapa
484317,punaviinit,La Fortuna Malbec
438847,punaviinit,Santiago 1541 Gran Reserva Cabernet Sauvignon Syrah Malbec
493367,punaviinit,Maycas del Limari Reserva Especial Pinot Noir
494397,punaviinit,Prologo Reserva Syrah
493547,punaviinit,1865 Single Vineyard Cabernet Sauvignon
474247,punaviinit,Almaviva
458627,punaviinit,Alto de Tajamar
437937,punaviinit,Cono Sur Reserva Especial Cabernet Sauvignon
459827,punaviinit,Cousiño-Macul Antiguas Reservas Cabernet Sauvignon
403137,punaviinit,Gravas del Maipo Syrah
403477,punaviinit,Llai Llai Grenache
498987,punaviinit,Nativa Terra Reserva Cabernet Sauvignon
453187,punaviinit,Porta Reserva Carménère
433567,punaviinit,Santa Helena Unoaked Shiraz
420157,punaviinit,Tarapacá +Plus Organic Red Blend
005415,punaviinit,Tarapacá La Cuesta Cabernet Sauvignon Syrah
005545,punaviinit,Trio Cabernet Sauvignon Cabernet Franc Shiraz Reserva
414687,punaviinit,Viña Maipo Reserva Vitral Cabernet Sauvignon
005806,punaviinit,Viña Tarapacá Gran Reserva Cabernet Sauvignon
492987,punaviinit,Viñedo Chadwick
436257,punaviinit,Yali Wetland Reserva Syrah
498517,punaviinit,250 Reserva Syrah
417387,punaviinit,Carta Vieja Limited Release Malbec
460537,punaviinit,Conde de Superunda
425877,punaviinit,Indómita Gran Reserva Carignan
438407,punaviinit,Santa Rita 120 Organic
459277,punaviinit,35 South Organic Cabernet-Carmenère-Merlot
006206,punaviinit,Casillero del Diablo Cabernet Sauvignon Reserva
466647,punaviinit,Cono Sur Bicicleta Pinot Noir
006661,punaviinit,Cono Sur Tocornal Cabernet Sauvignon
466618,punaviinit,Cono Sur Tocornal Cabernet Sauvignon 2013 hanapa
434557,punaviinit,Cono Sur Tocornal Syrah Cabernet Sauvignon
482938,punaviinit,El Condor Organic Cabernet Shiraz 2013 hanapa
455637,punaviinit,Escudo Rojo
425408,punaviinit,Espíritu de Chile Cabernet Carmenère  hanapakkaus
415557,punaviinit,Espíritu de Chile Shiraz Cabernet
479428,punaviinit,Fortuna  muovipullo
005551,punaviinit,Frontera Cabernet Sauvignon
455513,punaviinit,Frontera Cabernet Sauvignon
455518,punaviinit,Frontera Cabernet Sauvignon 2014 hanapa
006554,punaviinit,Gato Negro Cabernet Sauvignon
006556,punaviinit,Gato Negro Cabernet Sauvignon
005334,punaviinit,Gato Negro Cabernet Sauvignon 2014 hanapa
405698,punaviinit,Gato Negro Cabernet Sauvignon Shiraz  kartonkitölkki
006614,punaviinit,Gato Negro Merlot
475528,punaviinit,Gran Verano Cabernet Sauvignon 2014 kartonkit
463458,punaviinit,Isla Negra Cabernet Sauvignon Merlot 2013 hanapa
469937,punaviinit,La Vida Carmenère Cabernet Sauvignon
489768,punaviinit,Las Mulas Cabernet Sauvignon - Cabernet Franc 2013 hanapa
005386,punaviinit,Luna Negra Merlot  hanapakkaus
459158,punaviinit,Majo Cabernet Sauvignon 2014 hanapa
401557,punaviinit,Mayu Reserva Carménère
461937,punaviinit,MontGras Carmenère-Shiraz
441164,punaviinit,Pato Amado
441167,punaviinit,Pato Amado  muovipullo
440668,punaviinit,Rojo Reserva  kartonkitölkki
452948,punaviinit,Serenata Cabernet Sauvignon
006555,punaviinit,Tarapacá Cabernet Sauvignon Merlot  hanapakkaus
456478,punaviinit,¿Que Pasa? Organico Tempranillo
005753,punaviinit,Santa Helena Varietal Cabernet Sauvignon
005703,punaviinit,Santa Rita 120 Merlot
004096,punaviinit,Serenata Cabernet Sauvignon
434447,punaviinit,Sol de Chile Syrah Merlot
006203,punaviinit,Sunrise Cabernet Sauvignon
462038,punaviinit,Sunrise Cabernet Sauvignon 2014 hanapa
442107,punaviinit,Sunrise Carménère
005852,punaviinit,Sunrise Merlot
462558,punaviinit,Tarapacá Cabernet Sauvignon Merlot  hanapakkaus
462917,punaviinit,Tarapacá Cabernet Sauvignon Merlot
461914,punaviinit,Tarapacá Reserva Organic Syrah
006626,punaviinit,Tarapacá Santa Cecilia Cabernet Sauvignon
005611,punaviinit,Tarapacá Santa Cecilia Merlot
429128,punaviinit,Tarapacá Santa Cecilia Merlot Carmenère 2014 hanapa
005896,punaviinit,Torres Santa Digna Cabernet Sauvignon Reserve
005584,punaviinit,Undurraga Carménère
440587,punaviinit,Viña Maipo Cabernet Sauvignon
440588,punaviinit,Viña Maipo Cabernet Sauvignon 2014 hanapa
445787,punaviinit,Viña Maipo Pinot Noir
489947,punaviinit,Yali Wild Swan Syrah Cabernet
489107,punaviinit,Adobe Reserva Syrah Mourvedre Merlot
433617,punaviinit,Aliwen Reserva Cabernet Sauvignon Syrah
444177,punaviinit,Altaïr
412787,punaviinit,Arboleda Carmenère
006336,punaviinit,Caliterra Reserva Cabernet Sauvignon
442687,punaviinit,Caliterra Tributo Single Vineyard Syrah
476307,punaviinit,Canepa Finísimo Cabernet Sauvignon Malbec Syrah
402937,punaviinit,Canepa Novísimo Carmenere
470297,punaviinit,Carmín de Peumo Carmenere
454717,punaviinit,Casa Silva Carmenère Reserva
466207,punaviinit,Casillero del Diablo Reserva Shiraz
492387,punaviinit,Castillo de Molina Reserva Cabernet Sauvignon
492388,punaviinit,Castillo de Molina Reserva Cabernet Sauvignon 2013 hanapa
006966,punaviinit,Château Los Boldos Cabernet Sauvignon
459178,punaviinit,Earth Balance Merlot Cabernet Sauvignon Syrah 2013 viini
400357,punaviinit,Errázuriz Estate Series Shiraz
422827,punaviinit,Gamma Natura Merlot Syrah Petit Verdot
439087,punaviinit,Gracia de Chile Cabernet Sauvignon
458777,punaviinit,La Ronciere Reserva Merlot
005645,punaviinit,Las Casas del Toqui Cabernet Sauvignon Reserve
445487,punaviinit,Montes Alpha Cabernet Sauvignon
484817,punaviinit,Montes Alpha Carmenère
487967,punaviinit,Montes Alpha M
434987,punaviinit,Montes Alpha Syrah
441477,punaviinit,Montes Folly
405367,punaviinit,Montes Reserva Malbec
463417,punaviinit,Montes Twins
437787,punaviinit,MontGras Merlot Reserva
006213,punaviinit,Quinta Las Cabras Cabernet Sauvignon Merlot
440067,punaviinit,Rothschild Carmenère Reserva
005294,punaviinit,Santa Carolina Cabernet Sauvignon Reserva
006666,punaviinit,Santa Carolina Estrellas Cabernet Sauvignon
443067,punaviinit,Santa Helena 100+ Parras Viejas Cabernet Sauvignon
456497,punaviinit,Santa Helena Reserva Carmenère
004992,punaviinit,Santa Helena Selección del Directoria Gran Reserva Cabernet Sauvignon
428147,punaviinit,Santiago 1541 Syrah Cabernet Malbec
478377,punaviinit,Viña Maipo Reserva Vitral Cabernet Franc
438037,punaviinit,Yali Wetland Reserva Carménère
475537,punaviinit,Leyda Las Brisas Pinot Noir
405337,punaviinit,Leyda Single Vineyard Canelo Syrah
475097,punaviinit,Finca Terrerazo
447637,punaviinit,Don Mendo Gran Reserva
425267,punaviinit,La Miranda de Secastilla
495887,punaviinit,La Sastrería Garnacha
406174,punaviinit,Langa Trilogia
412157,punaviinit,Señorio de Ayud Organic Syrah - Garnacha
449247,punaviinit,Aalto
408807,punaviinit,Abadia Retuerta Pago Garduña Syrah
422667,punaviinit,Abadia Retuerta Pago Negralada Tempranillo
440094,punaviinit,Arrocal
458287,punaviinit,Briego Vendimia Seleccionada
464527,punaviinit,Campo Alegre
445557,punaviinit,Catania Crianza
407397,punaviinit,Durius Tempranillo
467507,punaviinit,Leo Martin Mencia
484107,punaviinit,Matsu El Picaro
005193,punaviinit,Prado Rey
465427,punaviinit,T Toro
450267,punaviinit,Tiempo Briego
429947,punaviinit,Val de los Frailes Vendimia Seleccionada
419107,punaviinit,Valpincia Reserva
401107,punaviinit,Vega-Sicilia 'Único'
447667,punaviinit,Viña Pedrosa Crianza
454307,punaviinit,Vinea Museum Tempranillo Crianza
479057,punaviinit,Ad Fines
407067,punaviinit,Camins del Priorat
448687,punaviinit,Clos Mogador
430407,punaviinit,Coma Vella
438727,punaviinit,Cor del País Crianza
401157,punaviinit,Freixenet Mia Tinto
450857,punaviinit,Nona Petit
439957,punaviinit,Perelada 5 Fincas Reserva 
415098,punaviinit,Raimat Abadía Cabernet Sauvignon Tempranillo 2012 hanapa
006864,punaviinit,Raimat Abadia Cabernet Sauvignon Tempranillo Crianza
468017,punaviinit,Raimat Castell de Raimat Merlot
007115,punaviinit,Raimat Castell de Raimat Tempranillo
471587,punaviinit,Savia Viva Familia Tempranillo
477357,punaviinit,Savia Viva Organic A Tinto
461307,punaviinit,Torres Coronas Tempranillo
006454,punaviinit,Torres Gran Coronas Cabernet Sauvignon Reserva
459938,punaviinit,Torres Gran Sangre de Toro Barrel Aged 2012 hanapa
463397,punaviinit,Torres Gran Sangre de Toro Reserva
449237,punaviinit,Torres Mas La Plana
006981,punaviinit,Torres Sangre de Toro
006982,punaviinit,Torres Sangre de Toro
439137,punaviinit,¿Que Pasa? Organico Tempranillo
454138,punaviinit,Cerro Tinto Tempranillo Shiraz  kartonkitölkki
470837,punaviinit,Dominio de Punctum Tempranillo
006856,punaviinit,Don Hugo Tempranillo
475797,punaviinit,Finca Constancia
486818,punaviinit,Lobetia Tempranillo Syrah 2013 kartonkit
458718,punaviinit,Morada Real Barrel Aged Tempranillo 2014 hanapa
454058,punaviinit,Osborne Solaz 2013 hanapa
442567,punaviinit,Pago del Vicario 50/50
468438,punaviinit,Piqueras Syrah-Monastrell 2014 hanapa
455467,punaviinit,Casa de la Ermita Crianza Organic
433916,punaviinit,El Tesoro Monastrell
458027,punaviinit,El Tesoro Monastrell Shiraz
484047,punaviinit,Chill Out Soft & Vibrant Merlot 2013 muovi
403167,punaviinit,El Collao Roble
004801,punaviinit,El Tiempo Tinto
482408,punaviinit,Evergreen Touch of Nature Monastrell Organic 2014 muovi
470537,punaviinit,Grego Garnacha Centenaria
004246,punaviinit,Hannibal
006036,punaviinit,Huttunen Punaviini  kartonkitölkki
449127,punaviinit,La Garnacha Salvaje del Moncayo
488477,punaviinit,Laudum Nature Barrica Monastrell Petit Verdot
457708,punaviinit,Los Llanos Red Wine  hanapakkaus
437367,punaviinit,Marqués de la Mancha
443978,punaviinit,Radio Boca Garnacha 2013 hanapa
459007,punaviinit,Viña Betola B Monastrell
422947,punaviinit,Ochoa Mil Gracias Graciano
457487,punaviinit,Piedemonte Reserva
007152,punaviinit,Barón de Ley Reserva
006941,punaviinit,Campo Viejo Crianza
006576,punaviinit,Campo Viejo Reserva
439687,punaviinit,Castroviejo Tempranillo
495337,punaviinit,Costalarbol
454907,punaviinit,Coto de Imaz Gran Reserva
484347,punaviinit,El Circulo Crianza
006691,punaviinit,El Coto Crianza
430457,punaviinit,Faustino Crianza
005423,punaviinit,Faustino I Gran Reserva
006826,punaviinit,Faustino V Reserva
006774,punaviinit,Faustino VII
470604,punaviinit,Glorioso Crianza
460277,punaviinit,Hacienda Valvarés Crianza
434807,punaviinit,Lan Gran Reserva
006855,punaviinit,Marqués de Arienzo Gran Reserva
006796,punaviinit,Marqués de Arienzo Reserva
006781,punaviinit,Marqués de Cáceres Crianza
005435,punaviinit,Marqués de Cáceres Reserva
006665,punaviinit,Marqués de la Concordia Crianza
007143,punaviinit,Marqués de Riscal Reserva
005152,punaviinit,Montecillo Crianza
449177,punaviinit,Muga Reserva
441117,punaviinit,QP
470362,punaviinit,Torres Ibéricos Crianza
005671,punaviinit,Castillo Murviedro Tempranillo
005656,punaviinit,Castillo Murviedro Tempranillo
479947,punaviinit,Murviedro Iris
489737,punaviinit,Santerra Syrah
006594,punaviinit,Don Opas
006242,punaviinit,Pata Negra Gran Reserva
005573,punaviinit,Señorío de los Llanos Crianza
006915,punaviinit,Señorío de los Llanos Gran Reserva
004996,punaviinit,Viña Albali Cabernet Sauvignon Reserva
462307,punaviinit,Viña Albali Crianza
005153,punaviinit,Viña Albali Gran Reserva
430158,punaviinit,Vinã Albali Gran Selección Tempranillo 2010 hanapa
005352,punaviinit,Viña Albali Reserva
006645,punaviinit,Viña Albali Reserva
467667,punaviinit,Viña Albali Tempranillo
423897,punaviinit,Casa l'Angel Syrah
007072,punaviinit,Castillo Montroy Reserva
470724,punaviinit,Castillo Montroy Reserva
006366,punaviinit,El Copero
436517,punaviinit,Icono Cabernet Sauvignon
480848,punaviinit,Icono Selección Especial  hanapakkaus
006812,punaviinit,Los Monteros Crianza
422548,punaviinit,Los Monteros Tinto  hanapakkaus
005315,punaviinit,Palacio del Conde Tempranillo  hanapakkaus
496777,punaviinit,Radio Boca Tempranillo
447367,punaviinit,Allesverloren Cabernet Sauvignon
436597,punaviinit,Allesverloren Tinta Barocca
463737,punaviinit,Baboon's Back Shiraz
485137,punaviinit,Babylon's Peak Shiraz Grenache
439447,punaviinit,Cape Zebra Cabernet Sauvignon Merlot
403217,punaviinit,Delheim Family Blend
494447,punaviinit,Earth Song Shiraz Mourvèdre
465677,punaviinit,Fairview Shiraz Sangiovese
407597,punaviinit,Kanonkop Kadette Pinotage
407357,punaviinit,KWV The Mentors Pinotage
473107,punaviinit,Lyngrove Reserve Shiraz Pinotage
495787,punaviinit,Ostrich Landing Shiraz
404794,punaviinit,Place in the Sun Cabernet Sauvignon Shiraz
441357,punaviinit,Rust En Vrede 1694
466017,punaviinit,Simonsig Shiraz
491287,punaviinit,Warwick Blue Lady Cabernet Sauvignon
005946,punaviinit,Zonnebloem Pinotage
460007,punaviinit,Bundustar Merlot
402267,punaviinit,Café Culture Coffee Mocha Pinotage
414347,punaviinit,De Krans Touriga Nacional
453747,punaviinit,Dimension Shiraz Malbec
433987,punaviinit,Drostdy-Hof Shiraz Merlot
442588,punaviinit,Expresso Mokka Pinotage 2014 viini
487538,punaviinit,Fairhills Shiraz 2014 hanapa
441798,punaviinit,Festivo  kartonkitölkki
436837,punaviinit,Footmark Pinotage
468758,punaviinit,Goue Vallei Shiraz Cabernet Sauvignon 2013 hanapa
487128,punaviinit,Juno Shiraz 2014 kartonkit
447067,punaviinit,Juno Shiraz Mourvèdre Viognier
466997,punaviinit,Kumala Cabernet Sauvignon-Shiraz
466998,punaviinit,Kumala Cabernet Sauvignon-Shiraz 2013 hanapa
451877,punaviinit,Kumala Merlot-Pinotage
005436,punaviinit,KWV Classic Collection Cabernet Sauvignon
006726,punaviinit,KWV Classic Collection Pinotage
449137,punaviinit,KWV Classic Collection Shiraz
482328,punaviinit,Namaqua  hanapakkaus
441848,punaviinit,Nederburg Shiraz Viognier 2014 hanapa
462387,punaviinit,Nederburg Winemaster's Reserve Edelrood
452407,punaviinit,Nederburg Winemaster's Reserve Shiraz
437128,punaviinit,Out of Africa Merlot 2014 hanapa
416738,punaviinit,Out of Africa Pinotage - Shiraz Organic 2014 hanapa
445018,punaviinit,Palesa Shiraz 2014 viini
420938,punaviinit,Rain Dance Shiraz-Ruby Cabernet  hanapakkaus
427528,punaviinit,Rijk's Private Cellar 2012 hanapa
